t0	t1	VALUE	ID_participant	ID_partner	ID_dyad	IP_ID	clarity	speech_clean	word_count
227435	228325	de masters	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_227435_228325	ok	 masters	2
228470	232620	die vorig jaar in eerste master zaten die hadden dus stage juist toen dat 't begon	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_228470_232620	ok	 vorig jaar  eerste master zaten    stage juist   't begon	10
232645	233435	corona	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_232645_233435	ok	corona	1
233680	239960	dus dna was alles uitgesteld dus in de zomervakantie hebben die dan al stage gelopen die hebben hun masterproef waardat de testen niet van doorgingen	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_233680_239960	ok	 dna   uitgesteld    zomervakantie   dan  stage gelopen    masterproef waardat  testen   doorgingen	11
240320	241180	en die zijn dan	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_240320_241180	ok	   dan	2
241270	243890	er zijn er veel van mij allez van de studenten die ik begeleid	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_241270_243890	ok	er  er veel      studenten   begeleid	5
244330	246790	tot vorige week bezig geweest met hun stage van masterstage een	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_244330_246790	ok	 vorige week bezig    stage  masterstage 	6
246790	249010	en nu deze week begon masterstage twee	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_246790_249010	ok	 nu  week begon masterstage twee	6
249020	249560	amai	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_249020_249560	ok		0
249560	250720	dus die waren allemaal dood	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_249560_250720	ok	   allemaal dood	3
250720	252890	allez die waren kei moe en die waren echt	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_250720_252890	ok	   kei moe    echt	4
251435	253125	ja dat kan ik echt wel geloven ja ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_251435_253125	ok	    echt  geloven  	3
253075	253460	ja	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_253075_253460	ok		0
253460	256390	en nu ook de eerstejaars maar bij ons wij zijn zo'n kleine richting	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_253460_256390	ok	 nu   eerstejaars      zo' kleine richting	6
256720	259800	op unief dan dus wij hebben grote aula's dus die kunnen allemaal nog live	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_256720_259800	ok	 unief dan    grote aula    allemaal  live	7
259800	260440	ja ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_259800_260440	ok	 	1
260105	260675	komen	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_260105_260675	ok	komen	1
260690	263360	dus dat is wel dat voel je wel dat die dat zo heel hard appreciëren	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_260690_263360	ok	     voel      zo heel hard appreciëren	6
263360	265270	in de zin dat die elkaar zien	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_263360_265270	ok	  zin   elkaar zien	4
266440	269710	allez mijn vriend die studeert nu verpleegkunde vanaf dit jaar	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_266440_269710	ok	  vriend  studeert nu verpleegkunde vanaf  jaar	7
270280	271960	en da's een groot jaar en dat is	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_270280_271960	ok	   groot jaar   	3
272140	273820	die hebben niet zo'n grote aula's allemaal	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_272140_273820	ok	   zo' grote aula allemaal	5
273160	273780	mh	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_273160_273780	ok		0
274090	275430	en die ziet gewoon	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_274090_275430	ok	  ziet gewoon	3
275440	277920	bijna niemand allez die heeft alles online	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_275440_277920	ok	bijna      online	2
278080	279100	en op zich	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_278080_279100	ok	  	1
279290	281430	dat is jammer voor hem enzo maar die is al zevenentwintig	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_279290_281430	ok	  jammer   enzo     zevenentwintig	4
280180	280810	mh	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_280180_280810	ok		0
281750	283940	allez die zeventienjarigen denk ik soms ocharme	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_281750_283940	ok	  zeventienjarigen denk  soms ocharme	5
284375	286145	om dan zo van West-Vlaanderen te komen	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_284375_286145	ok	 dan zo  West-Vlaanderen te komen	7
286120	289150	ja zeker als ge zo een eerste jaar ge denkt van ah in Leuven op kot ja he leuk	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_286120_289150	ok	 zeker  ge zo  eerste jaar ge denkt    Leuven  kot   leuk	11
289075	289495	ja	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_289075_289495	ok		0
289165	290765	en nu is het zo ja ge kunt niets	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_289165_290765	ok	 nu   zo  ge  	4
290765	293910	ja ge kunt nog op café gaan maar dat wordt ook al een beetje @	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_290765_293910	unclear	 ge    café gaan       beetje 	5
293040	295000	ja ja ja nee dat is	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_293040_295000	ok	     	1
293910	295760	ge kunt niet veel doen allez 'k bedoel	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_293910_295760	ok	ge   veel   ' bedoel	3
295605	298845	nee ge kan niemand leren kennen en dan was er een oh dat was echt een grappige student	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_295605_298845	ok	 ge   leren kennen  dan  er     echt  grappige student	9
298845	302525	want wij doen altijd zo'n screening in 't begin van 't jaar voor hun uitspraak en stem enzo	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_298845_302525	ok	   altijd zo' screening  't begin  't jaar   uitspraak  stem enzo	11
300195	300745	mh	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_300195_300745	ok		0
302810	303750	en euhm	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_302810_303750	ok	 	1
304320	305440	en die zei ook van	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_304320_305440	ok	  zei  	2
305700	308900	en wij vroegen van en hoe is uw eerste week meegevallen en valt het mee enzo en zo	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_305700_308900	ok	  vroegen   hoe   eerste week meegevallen  valt  mee enzo  zo	10
309010	310745	ja allez nee	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_309010_310745	ok	  	1
310745	313575	en dat vond ik al straf want ik dacht het is al goed dat je dat zo durft zeggen	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_310745_313575	ok	  vond   straf   dacht    goed    zo durft zeggen	8
312320	312920	mh	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_312320_312920	ok		0
313580	316580	ze zegt nee want het is echt wel moeilijk om vrienden te maken en ook vooral	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_313580_316580	ok	 zegt     echt  moeilijk  vrienden te maken   vooral	8
316820	318790	ja ik zie niemand met die mondmaskers	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_316820_318790	ok	  zie    mondmaskers	3
318790	322440	en ik herken niemand en het enige wat ik weet is dat er twee rossen in onze richting zitten	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_318790_322440	ok	  herken    enige   weet   er twee rossen   richting zitten	9
322415	323215	@	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_322415_323215	unclear		0
322515	324595	en dan ben ik al blij dat ik in de juiste aula zit	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_322515_324595	ok	 dan    blij     juiste aula zit	6
324595	327955	en dan terwijl dat ze dat zei zag je die zo denken van oei wat zeg ik nu	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_324595_327955	ok	 dan     zei zag   zo denken    zeg  nu	8
327955	330575	ze zei allez ik bedoel twee meisjes met ros haar	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_327955_330575	ok	 zei   bedoel twee meisjes  ros 	6
330575	333085	allez dus echt zo verbeteren dat was wel grappig	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_330575_333085	ok	  echt zo verbeteren    grappig	5
333450	335370	allez seg en wat doe jij zo naast het werk	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_333450_335370	ok	 seg     zo naast  werk	5
335810	337310	euhm ik probeer wel veel te lopen	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_335810_337310	ok	probeer  veel te lopen	4
337300	337880	ah ja	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_337300_337880	ok	 	1
337790	338150	ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_337790_338150	ok		0
338290	340560	ik loop al heel lang dus euhm	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_338290_340560	ok	 loop  heel lang  	4
340575	342325	maar vroeger veel competitie maar nu	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_340575_342325	ok	 vroeger veel competitie  nu	5
342490	343080	amai	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_342490_343080	ok		0
342530	343670	gewoon gezegd van	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_342530_343670	ok	gewoon gezegd 	2
344025	348445	ja competitielopen da's goed als ge echt een topper zijt maar ik was nu niet echt een topper nu ook niet dus	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_344025_348445	ok	 competitielopen  goed  ge echt  topper zijt    nu  echt  topper nu   	11
347735	348445	ah ja	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_347735_348445	ok	 	1
348750	353840	ik dacht van kom ik gewoon zonder echt specifieke training gewoon een beetje genietend lopen	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_348750_353840	ok	 dacht  kom  gewoon  echt specifieke training gewoon  beetje genietend lopen	11
350945	351385	mh	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_350945_351385	ok		0
354110	355240	trailrun ontdekt	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_354110_355240	ok	trailrun ontdekt	2
355405	356695	en dan euhm	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_355405_356695	ok	 dan 	2
356740	359260	vaak ga ik in 't bos zo wat gaan lopen vijtien twintig kilometer	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_356740_359260	ok	vaak ga   't bos zo  gaan lopen vijtien twintig kilometer	10
359280	360000	amai	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_359280_360000	ok		0
360000	360800	ja ok	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_360000_360800	ok	 	1
360570	361710	@	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_360570_361710	unclear		0
360860	362100	ik zou 't niet	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_360860_362100	ok	  't 	2
362440	365340	awel dees deze week heb ik nu nog niets gelopen omdat 'k dacht van ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_362440_365340	ok	awel dees  week   nu   gelopen  ' dacht  	6
365650	368110	zo even een lente euhm herfstdipje nu zo	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_365650_368110	ok	zo   lente herfstdipje nu zo	5
367310	370020	ah ja ja want ik zou juist denken dat ik in dit weer	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_367310_370020	ok	      juist denken     weer	4
370375	372565	liever zou lopen dan zo in warm	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_370375_372565	ok	liever  lopen dan zo  warm	5
372725	373415	weer	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_372725_373415	ok	weer	1
372770	373260	ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_372770_373260	ok		0
373580	376080	maar ik kan niet lopen dus ik zou sowieso ik haat lopen	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_373580_376080	ok	    lopen    sowieso  haat lopen	5
376020	376730	@	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_376020_376730	unclear		0
376225	378135	in 't begin dacht ik altijd ik moet dat leuk vinden	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_376225_378135	ok	 't begin dacht  altijd    leuk vinden	7
378140	381570	en ik hoopte altijd dat er dan zo'n moment kwam dat ge daar verslaafd aan wordt	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_378140_381570	ok	  hoopte altijd  er dan zo' moment kwam  ge daar verslaafd  	11
381735	383515	't is nooit gekomen	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_381735_383515	ok	  nooit gekomen	3
383780	385080	en ik heb ook een kapotte knie	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_383780_385080	ok	     kapotte knie	3
385120	387730	maar da's altijd stom maar zo bij zwemmen doe ik wel graag want dat is fris	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_385120_387730	ok	  altijd stom  zo  zwemmen    graag    fris	7
388305	389795	dan kunt ge daaruit komen en dan hebt ge pas	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_388305_389795	ok	dan  ge daaruit komen  dan  ge 	6
390090	392420	bij mij is het het tegenovergestelde dus @	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_390090_392420	unclear	     tegenovergestelde  	2
391205	394315	ah ja ik heb echt oh als ik loop ik vind dat gewoon stom	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_391205_394315	ok	    echt    loop  vind  gewoon stom	6
394350	395540	ik vind dat echt	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_394350_395540	ok	 vind  echt	3
395845	396505	stom	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_395845_396505	ok	stom	1
396515	397015	ja	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_396515_397015	ok		0
397105	398775	ik heb er niets anders over te zeggen	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_397105_398775	ok	  er  anders  te zeggen	5
398760	402940	bij mij is dat gewoon omdat ik onderwatervrees heb dus ja dan automatisch automatisch	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_398760_402940	ok	    gewoon   onderwatervrees    dan automatisch automatisch	6
401060	403520	ah ok ja dan is 't moeilijk dan is 't	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_401060_403520	ok	   dan  't moeilijk dan  't	6
402950	406385	ik ben ook al ik ben ook al een slechte zwemmer hoor of dat ik nu onderwatervrees had of niet	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_402950_406385	ok	         slechte zwemmer hoor    nu onderwatervrees   	6
405800	406450	ja	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_405800_406450	ok		0
406385	408105	'k was sowieso een slechte zwemmer geweest	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_406385_408105	ok	  sowieso  slechte zwemmer 	4
408085	408725	ja	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_408085_408725	ok		0
409035	409985	maar ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_409035_409985	ok	 	1
410150	413400	dat belemmert u ook al heel hard om dan in 't water te gaan duiken ja dat	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_410150_413400	ok	 belemmert    heel hard  dan  't water te gaan duiken  	10
411295	414895	ja dat is inderdaad ja om te zwemmen is het natuurlijk wel lastig	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_411295_414895	ok	   inderdaad   te zwemmen   natuurlijk  lastig	6
414900	416210	of zo ja ja	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_414900_416210	ok	 zo  	2
416275	419175	dat is gewoon zo da's echt zo als ge aan een loper gaat vragen van	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_416275_419175	ok	  gewoon zo  echt zo  ge   loper gaat vragen 	9
419360	421480	doet ge graag zwemmen zij gaan altijd nee zeggen	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_419360_421480	ok	 ge graag zwemmen  gaan altijd  zeggen	7
421420	422060	is dat	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_421420_422060	ok	 	1
421710	424120	en dan zwemmers gaat ge vragen doet ge graag lopen nee	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_421710_424120	ok	 dan zwemmers gaat ge vragen  ge graag lopen 	9
424085	427675	maar ik heb wel ook al gehoord van mensen die zo competitie gezwommen hebben	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_424085_427675	ok	      gehoord  mensen  zo competitie gezwommen 	6
424150	425050	@ dus	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_424150_425050	unclear	 	1
428060	430000	euhm allez mijn mama heeft dat bijvoorbeeld gedaan	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_428060_430000	ok	mama   bijvoorbeeld 	2
430070	433430	dat ze zegt van ja er zijn er veel wel die als ze dan gestopt zijn	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_430070_433430	ok	  zegt   er  er veel     dan gestopt 	7
433740	434530	dat echt	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_433740_434530	ok	 echt	2
435085	437825	ha allez niet meer leuk vinden omdat dat zo'n eenzame sport is	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_435085_437825	ok	ha   meer leuk vinden   zo' eenzame sport 	7
437835	438805	ah ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_437835_438805	ok	 	1
439060	440030	maar 'k weet niet	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_439060_440030	ok	 ' weet 	2
440005	445015	ja ik heb bij lopen nu ook wel da's waarschijnlijk ook wel omdat 'k nu een dipje heb dat 'k echt iemand mis om eens met te gaan lopen ofzo van	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_440005_445015	ok	    lopen nu    waarschijnlijk    ' nu  dipje   ' echt  mis    te gaan lopen ofzo 	12
443630	444650	ah ja ja	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_443630_444650	ok	  	1
445240	448080	amai en babbelen bij lopen dat zou ik helemaal niet kunnen ik zou dat gewoon	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_445240_448080	ok	  babbelen  lopen    helemaal      gewoon	5
448460	449060	nee	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_448460_449060	ok		0
449680	451760	nee echt lopen vind ik	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_449680_451760	ok	 echt lopen vind 	4
452640	454970	allez seg allez bon ja da's nog wel straf	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_452640_454970	ok	 seg  bon     straf	4
455020	456220	hebt gij nog hobby's of	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_455020_456220	ok	 gij  hobby 	3
456120	456620	mh	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_456120_456620	ok		0
456600	458040	buiten zwemmen of	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_456600_458040	ok	 zwemmen 	2
458020	461990	euhm ja ik euhm ik doe viool ik speel viool	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_458020_461990	ok	viool  speel viool	3
462420	463940	en ik zit in een orkest dan	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_462420_463940	ok	  zit   orkest dan	4
464320	465480	en euhm	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_464320_465480	ok	 	1
465530	467715	nu is nu weer nu gaat dat weer door	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_465530_467715	ok	nu  nu weer nu gaat  weer 	6
467715	470395	nu met corona da's wel tof want dan weet je dat je zo mensen kan zien	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_467715_470395	ok	nu  corona   tof  dan weet    zo mensen  zien	8
470335	472525	en met hoeveel hoeveel zitten jullie in orkest	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_470335_472525	ok	  hoeveel hoeveel zitten   orkest	5
472410	474620	klein want wij hebben dus ik zit in een orkest	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_472410_474620	ok	klein      zit   orkest	3
474680	476460	in Violet heet dat en dat is een	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_474680_476460	ok	 Violet heet     	3
477370	480150	een jeugdorkest was dat allez zo alle leeftijden	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_477370_480150	ok	 jeugdorkest    zo alle leeftijden	5
480180	483140	en nu hebben we vanuit dat orkest euhm een klein groepje	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_480180_483140	ok	 nu   vanuit  orkest klein groepje	6
483560	486160	gemaakt om meer projecten te doen	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_483560_486160	ok	gemaakt  meer projecten te 	4
486180	487580	en wat moeilijkere muziek	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_486180_487580	ok	  moeilijkere muziek	3
487860	489690	allez moeilijkere ik bedoel dus	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_487860_489690	ok	 moeilijkere  bedoel 	3
489745	491815	de andere zo volksmuziek dat ze al heel lang kennen	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_489745_491815	ok	 andere zo volksmuziek    heel lang kennen	7
489750	490460	ja ja ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_489750_490460	ok	  	1
492065	494705	en dat is nu eigenlijk redelijk klein en nu is gewoon het concept	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_492065_494705	ok	   nu eigenlijk redelijk klein  nu  gewoon  concept	8
495160	497450	in 't begin was dat dus met blazers enzo maar ja nu met corona	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_495160_497450	ok	 't begin     blazers enzo   nu  corona	7
497545	500315	hebben we echt geen groot genoege lokalen om met blazers daar	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_497545_500315	ok	  echt  groot genoege lokalen   blazers daar	7
500580	503240	en corona en al we moeten hun hun corona niet hebben nee	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_500580_503240	ok	 corona       corona   	3
501420	502450	ja ja ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_501420_502450	ok	  	1
503270	503910	euhm	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_503270_503910	ok		0
504060	505450	dus zijn we echt ja een klein groepje	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_504060_505450	ok	   echt   klein groepje	4
505610	506030	ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_505610_506030	ok		0
505615	506125	't is	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_505615_506125	ok	 	1
506460	509390	ja met twintig ofzo max nee zelfs niet	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_506460_509390	ok	  twintig ofzo max   	4
510660	512720	ja een klein klein orkestje	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_510660_512720	ok	  klein klein orkestje	4
512440	512920	@	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_512440_512920	unclear		0
512730	515470	om gewoon eigenlijk niet per se naar een concert toe maar gewoon	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_512730_515470	ok	 gewoon eigenlijk   se   concert toe  gewoon	7
515625	517925	om samen te spelen ja om ja ja	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_515625_517925	ok	 samen te spelen    	4
515650	516880	om toch om toch ja	0810_1700_B	0810_1700_C	0810_1700_CB	0810_1700_B_0810_1700_C_515650_516880	ok	    	1
517965	518605	en da's wel tof	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_517965_518605	ok	   tof	2
519130	520390	dat had ik wel gemist	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_519130_520390	ok	    gemist	2
520390	521550	maar 'k weet alleen	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_520390_521550	ok	 ' weet 	2
521560	522635	ja met corona	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_521560_522635	ok	  corona	2
522635	524095	ik zei 't daarjuist nog tegen Valentijn 	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_522635_524095	ok	 zei 't daarjuist   Valentijn 	5
524120	524830	da's zo	0810_1700_C	0810_1700_B	0810_1700_CB	0810_1700_C_0810_1700_B_524120_524830	ok	 zo	2
